no,area,name,address,latitude,longitude
4783,泰山區,桃園捷運A5泰山站4F-親子廁所,新北市泰山區義仁里新北大道4段431號,25.053113,121.439576
4784,三峽區,新北市立圖書館三峽北大分館3F-無障礙廁所,新北市三峽區龍學里學成路388號,24.944196,121.377771
4785,三重區,力行地下停車場B1-女廁,新北市三重區永福里永福街10巷8號,25.077788,121.482897
4786,三重區,力行地下停車場B1-無障礙廁所,新北市三重區永福里永福街10巷8號,25.077788,121.482897
4787,石門區,觀航寺公廁-女廁,新北市石門區德茂里下員坑33-1號,25.283196,121.519115
4788,石門區,尖鹿市民活動中心1F-無障礙廁所,新北市石門區尖鹿里中央路9-3號,25.293308,121.568003
4789,三重區,忠孝橋市民活動中心-性別友善廁所,新北市三重區同安里重安街160之1號,25.05478,121.495959
4790,蘆洲區,成蘆橋下-混合廁所1,新北市蘆洲區正義里五股區疏洪四路（成蘆橋下柱p25旁）,25.09704,121.45846
4791,新店區,新店高中停車場B1-女廁,新北市新店區福民里三民路161號,24.97530589,121.5321093
4792,八里區,八里水興公遊戲區-混合廁所2,新北市八里區大崁里無,25.162051,121.425627
4793,八里區,八里水興公遊戲區-無障礙廁所,新北市八里區大崁里無,25.162051,121.425627
4794,八里區,八里文化公園-混合廁所1,新北市八里區埤頭里無,25.163299,121.412702
4795,新莊區,青年公園2-男廁,新北市新莊區丹鳳里壽山路,25.037342,121.409756
4796,石門區,風車公園-男廁,新北市石門區尖鹿里無,25.292931,121.58414
4797,五股區,集福市民活動中心1F-男廁,新北市五股區集福里孝義路55巷10號,25.106281,121.452456
4798,泰山區,新北市泰山區義仁里活動中心-混合廁所,新北市泰山區義仁里明志路2段177號,25.05013,121.428012
4799,林口區,林口市立圖書館4F-女廁,新北市林口區南勢里忠孝二路55號,25.069685,121.364089
4800,林口區,林口市立圖書館4F-無障礙廁所,新北市林口區南勢里忠孝二路55號,25.069685,121.364089
4801,林口區,桃園捷運A9林口站3F-無障礙廁所,新北市林口區南勢里八德路290號,25.06593,121.361471
4802,新莊區,新莊區公所6F-女廁,新北市新莊區興漢里中正路176號,25.035834,121.450558
4803,石門區,尖鹿市民活動中心1F-男廁,新北市石門區石門里中央路9-3號,25.292022,121.566842
4804,鶯歌區,鶯歌區休閒活動中心(羽球館)廁所-男廁,新北市鶯歌區西鶯里中山路138巷5-1號,24.95839,121.349771
4805,三重區,正安市民活動中心4F-混合廁所,新北市三重區正義里大智街45-2號,25.066603,121.49344
4806,新店區,雙城市民活動中心5F-無障礙廁所,新北市新店區雙城里安康路3段2號,24.953824,121.493742
4807,中和區,環狀線秀朗橋站4F-女廁,新北市中和區秀景里景平路2號,24.990511,121.525188
4808,中和區,環狀線中和站1F-女廁,新北市中和區連和里中山路2段271號,25.002227,121.49651
4809,板橋區,環狀線板新站2F-親子廁所,新北市板橋區長安里板新路109號,25.01424,121.472455
4810,板橋區,環狀線板橋站3F-女廁,新北市板橋區新民里新站路66號,25.014973,121.46529
4811,新莊區,台北捷運環狀線(幸福站)3F站外-多功能廁所,新北市新莊區頭前里思源路292號,25.049945,121.460254
4812,五股區,肯德基五股成泰店2F-混合廁所,新北市五股區五股里成泰路2段113號,25.084638,121.438487
4813,中和區,景安里辦公處2F-混合廁所,新北市中和區景安里景新街212號,24.99519844,121.5070467
4814,新莊區,興化公園-男廁,新北市新莊區福興里五工三路興化國小旁,25.0648614,121.4610758
4815,泰山區,新北市泰山區貴子兒童公園-女廁,新北市泰山區貴子里明志路3段74巷底,25.0418393,121.4238124
4816,雙溪區,共和市民活動中心1F-無障礙廁所,新北市雙溪區共和里中山路41巷6號,25.03216878,121.8662776
4817,板橋區,宏翠里辦公處-混合廁所,新北市板橋區宏翠里長江路一段156巷9弄5號,25.02995041,121.4615366
4818,新店區,日興市民活動中心3F-男廁,新北市新店區日興里安康路3段580號,24.94879523,121.4812004
4819,淡水區,義山里辦公室-混合廁所,新北市淡水區義山里淡金路3段274號,25.20682267,121.4489168
4820,中和區,秀水里辦公處1F-混合廁所,新北市中和區秀水里大仁街10巷33號,24.99247934,121.5194122
4821,樹林區,東昇里-無障礙廁所,新北市樹林區東昇里中山路二段80號,24.98405252,121.4152824
4822,鶯歌區,永昌里活動中心-男廁,新北市鶯歌區永昌里永昌街36-1號,24.950088,121.342658
4823,鶯歌區,永昌里活動中心-女廁,新北市鶯歌區永昌里永昌街36-1號,24.950088,121.342658
4824,新莊區,四維立體停車場-女廁,新北市新莊區四維里四維路95號,25.02376571,121.4235463
4825,八里區,新北考古公園-女廁,新北市八里區頂罟里博物館路200號旁,25.15613934,121.4044597
4826,林口區,林口福滿宮-男廁,新北市林口區嘉寶里寶斗厝38號,25.11779628,121.340282
4827,土城區,斬龍山遺址文化公園1F-女廁,新北市土城區柑林里金城路2段,24.97695864,121.4482194
4828,中和區,景新立體停車場1F-女廁,新北市中和區景本里景新街399巷12號,24.989811,121.512927
4829,板橋區,廣玄宮-混合廁所,新北市板橋區東安里漢生東路193巷97號,25.012163,121.473214
4830,蘆洲區,普庵寺-混合廁所,新北市蘆洲區樓厝里中興街85號,25.088147,121.482244
4831,五股區,五股區衛生所3F-男廁,新北市五股區成功里新城三路11號,25.09406,121.44775
4832,蘆洲區,永安老人活動中心-無障礙廁所,新北市蘆洲區延平里永安南路二段134號,25.078679,121.462692
4833,蘆洲區,水湳活動中心-女廁,新北市蘆洲區水湳里民族路426巷17號,25.092897,121.472915
4834,五股區,新北市勞工活動中心4F-女廁,新北市五股區興珍里五工六路9號,25.06146,121.450801
4835,蘆洲區,福佑宮-女廁,新北市蘆洲區保佑里中正路192巷12號,25.088618,121.467847
4836,石門區,風車公園-女廁,新北市石門區尖鹿里無,25.292931,121.58414
4837,泰山區,KFC泰山明志分公司2F-混合廁所,新北市泰山區同榮里明志路1段326號,25.059058,121.431365
4838,三重區,肯德基正義北路店2F-混合廁所,新北市三重區中央里正義北路139號,25.066692,121.496663
4839,板橋區,肯德基板橋中山二店2F-女廁,新北市板橋區福丘里中山路一段65號,25.009667,121.461108
4840,金山區,新北市金山區豐漁市民活動中心-女廁,新北市金山區豐漁里民生路190號,25.22270236,121.6467018
4841,金山區,新北市金山區豐漁市民活動中心-無障礙,新北市金山區豐漁里民生路190號,25.22278001,121.6467233
4842,蘆洲區,蘆洲區公所1F- 親子廁所,新北市蘆洲區保和里三民路95號,25.0846447,121.4737423
4843,蘆洲區,保新里辦公處- 混合廁所,新北市蘆洲區保新里民族路391號,25.09008022,121.4693965
4844,石門區,老梅市民活動中心1F-無障礙廁所,新北市石門區老梅里老梅路43號,25.289509,121.545329
4845,中和區,內南里集會所1F-混合廁所,新北市中和區內南里興南路2段242巷5號,24.982694,121.502655
4846,泰山區,新北市泰山區貴和市民活動中心-女廁,新北市泰山區貴和里明志路3段365號,25.03487,121.421755
4847,板橋區,特專三停車場旁-男廁,新北市板橋區新民里漢生東路46號旁,25.01639,121.466025
4848,板橋區,特專三停車場旁-女廁,新北市板橋區新民里漢生東路46號旁,25.01639,121.466025
4849,三重區,忠孝橋市民活動中心-無障礙廁所,新北市三重區同安里重安街160之1號,25.05478,121.495959
4850,中和區,景新立體停車場1F-無障礙廁所,新北市中和區景本里景新街399巷12號,24.989811,121.512927
4851,新店區,環狀線十四張站-男廁,新北市新店區中山里民權路282號,24.984655,121.5276
4852,新店區,環狀線十四張站-親子廁所,新北市新店區中山里民權路282號,24.984655,121.5276
4853,三峽區,成福里活動中心B1-混合廁所,新北市三峽區成福里成福路44號,24.929223,121.418933
4854,新店區,環狀線大坪林站-男廁,新北市新店區寶安里北新路3段190號,24.983585,121.541467
4855,新店區,環狀線大坪林站-女廁,新北市新店區寶安里北新路3段190號,24.983585,121.541467
4856,八里區,新北市八里區衛生所1F-無障礙廁所,新北市八里區舊城里舊城路16號,25.147095,121.40006
4857,泰山區,7-11泰山明貴門市-混合廁所所,新北市泰山區貴子里明志路3段44號,25.042445,121.424761
4858,泰山區,泰山區綜合運動場-親子廁所,新北市泰山區同榮里公園路52號,25.054983,121.428349
4859,汐止區,汐止綜合運動場北側-男厠,新北市汐止區秀峰里忠孝東路9號,25.06425484,121.6574712
4860,板橋區,板橋慈惠宮-無障礙廁所,新北市板橋區流芳里南門街8號,25.009143,121.457402
4861,三峽區,新北市客家文化園區停車場B1-女廁,新北市三峽區鳶山里隆恩街239號,24.94184145,121.3605165
4862,三峽區,新北市客家文化園區停車場B1-男廁,新北市三峽區鳶山里隆恩街239號,24.94182199,121.3604522
4863,雙溪區,雙溪兒童公園公廁-女廁,新北市雙溪區共和里兒童公園,25.03254122,121.8675667
4864,新店區,馬公公園體育館-女廁,新北市新店區五峰里北新路1段92號,24.968885,121.543696
